"id","text","score","imdbid"
"4946","Getting worked up about John Tucker Must Die is a bit like getting worked up about the taste of flan.","50","455967"
"4947","Tongue firmly in cheek and sporting a taste for blood, The Predator has some nasty down-and-dirty pleasures, but director Shane Black can’t entirely reconcile his lightly self-mocking tone with the film’s muscular B-movie action.","50","3829266"
"4948","Tombstone, in spite of its action-movie pacing, becomes an awkward, unconvincing tale as Russell's stubbornly benevolent Earp is slowly nudged by moral compunction into fighting various scourges, not the least of them a vicious gang of red-sashed cowboys led by Curly Bill (Powers Booth) and his fiendishly cool gunslinging sidekick, Johnny Ringo (Michael Biehn). [25 Dec 1993, p.E1]","50","108358"
"4949","The movie has homophobic touches, though, and with so many Asian characters, some viewers may wonder why every single one is portrayed as either a hapless victim or a wicked villain.","50","122151"
"4950","Winds up a lot closer to the movies it's taking off from than it cares to admit: cheap, unimaginative and predictable. It's the horror movie equivalent of one of those ""Saturday Night Live"" sketches that drags on interminably, though nobody in it seems to have any idea of just what the joke is.","50","271367"
"4951","It's a lengthy burlesque on paranoia, on conspiracies both real and imagined, so dazed in its color schemes that Anderson clearly wants you to get stoned watching it. But the sense of being blissfully out-of-it, which can have its pleasures, soon drifts into another aspect of drug use: detachment.","50","1791528"
"4952","The film juggles a “follow the money” procedural with corporate espionage thriller, producing two competing tones that never reconcile into one fluid narrative.","50","2140479"
"4953","Mired in phoniness up to its neck. And above that, there's nothing.","50","1142988"
"4954","Beverly Hills Cop is more cop show than comedy riot. Expectations that Eddie Murphy's street brand of rebelliousness would devastate staid and glittery Beverly Hills are not entirely met in a film that grows increasingly dramatic.","50","86960"
"4955","When Landon moves away from the darker parts of the film, opting to play up the campier elements of a mostly silly story, Happy Death Day is the kind of dizzy fun as slasher horror can possibly be. Too bad then that all that goodwill has to reset every night, pushing everything back to square one just as it was getting good, murderously so.","50","5308322"
"4956","Infinitely Polar Bear is a good example of how a film that looks on paper like a mess of indie clichés can be redeemed by fantastic performances … even if, ultimately, it remains a mess of indie clichés.","50","1969062"
"4957","Alan Pakula's pedestrian 1976 recap of Watergate is a study in missed opportunities.","50","74119"
"4958","For all the movie's richness and dazzle, for all that money dripping off the screen, Batman Returns is a gorgeous failure -- flashy, intermittently appealing but, in the end, a big mess. Batman Returns lacks a coherent story. It lacks a point of view and a focus. And so everything suffers, even the art direction. [19 June 1992, p.D1]","50","103776"
"4959","The humour is based entirely on inversion which worked in your cartoons, and even on the TV show, but it's not enough to hold up a movie, even with the helping hand provided by a disembodied hand. [22 Nov 1991]","50","101272"
"4960","The two actors are bound to be showered with awards, as is the production design, the polished script, etc. But there’s no intrigue, no real substance beneath all the gloss.","50","8404614"
"4961","A messy if initially intriguing take on sci-fi-underpinned high school angst for the vlogging age, Chronicle eventually grows repetitive and stale.","50","1706593"
"4962","The characters are all over the map, there are too many unclear story threads, our sympathies are confused, and there's an unconvincing showdown in which the story's lovingly developed ambiguities are lost.","50","118887"
"4963","Though colorfully embellished with authentic detail and logistically complex to bring to the screen, Ayer’s script is bland at the most basic story level, undermined by cardboard characterizations and a stirring yet transparently silly climactic showdown.","50","2713180"
"4964","The writing, by Adam Mansbach, and direction, by Vikram Gandhi, are competent without being terribly sophisticated or daring. Terrell’s performance elevates the film, though.","50","5477566"
"4965","It is no good at all, but fun, at moments, to watch.","50","63442"
"4966","The heavily sprayed-on sociological angle is that hospitals today treat patients like baggage.","50","67217"
"4967","She (Blanchett) seems the only guardian of sanity in this good-old-boy Bellevue.","50","219699"
"4968","The director's murky, ill-conceived take on the world's oldest disaster story contains some of the most pristine visuals produced on a mass studio scale in some time. But it's also constantly tethered to a dull, melodramatic series of events out of whack with any traditional interpretation of the material.","50","1959490"
"4969","Red is neither a good movie nor a bad one. It features actors we like doing things we wish were more interesting.","50","1245526"
"4970","Russell's stylish and imaginative filmmaking wages its own war against lunkheaded and sometimes offensive material.","50","120188"
"4971","The result is a glossy, engaging suspense film that jettisons much of its predecessor's sadism and subtext in favor of crowd-pleasing revenge violence.","50","844708"
"4972","Frozen can count in its favor visual grandeur, two energetic young women as co-leads, and a couple of plot twists that place the film a cut above your average princess fare.","50","2294629"
"4973","Cage is amusingly skanky, Molina is dependably arch, and Baruchel is engagingly down to earth. But do we really need to watch them play out this exhaustingly empty scenario?","50","963966"
"4974","While not exactly original, the premise is certainly effective enough. But Brightburn lacks the visual stylization or wit to elevate it from the realm of the crudely effective B-movie.","50","7752126"
"4975","The family squabbles jangle the nerves while not hitting on insights or memorable emotion.","50","6662736"
"4976","In its own B-film, let's-make-them-jump-out-of-their-seats way, Bats is quite the hoot.","50","200469"
"4977","Despite Amy Adams’ affecting performance as an artist and ’50s/’60s housewife complicit in her own captivity, this relatively straightforward dramatic outing for Tim Burton is too broadly conceived to penetrate the mystery at the heart of the Keanes’ unhappy marriage — the depiction of which is dominated by an outlandish, ogre-like turn from Christoph Waltz that increasingly seems to hold the movie hostage.","50","1126590"
"4978","As the enduring success of this property has shown, there are large, emotionally susceptible segments of the population ready to swallow this sort of thing, but that doesn't mean it's good.","50","1707386"
"4979","You could get high on this movie's technique, dizzy on its storytelling. Yet it's one of the most lucid bad trips ever made.","50","181865"
"4980","There were times watching this movie when I felt I was being force-fed 30 pounds of crème brûlée. Which isn’t to say I choked on every minute: I chortled heartily at the thread about the comeback of the washed-up rock star (Bill Nighy).","50","314331"
"4981","The film is soon bogged down by fake hugs and a faker climax.","50","319343"
"4982","Perhaps due to its rote, by-the-numbers story, all of the original film’s less tangible, hard-to-bottle qualities are absent: its delightfulness, its playfulness, and its natural charisma.","50","2848292"
"4983","Apologies in advance, but for lack of a better descriptor the whole thing is a mess. It’s not even good enough to be a cult movie which is backhanded compliment anyway. But, hey, at least the actors tried.","50","7043012"
"4984","A genre mash that's mildly amusing until it can't think of anything else to do besides flop around in the deep end of conspicuous gore.","50","3316948"
"4985","As the checkout girl everyone's got a crush on, Natalie Portman makes a winsome return to her ""Garden State"" gawkiness.","50","1403177"
"4986","The film strains to achieve a breathless panache and a lurid swagger for which David Leitch’s direction is too heavy-footed and literal.","50","2406566"
"4987","A respectably packaged drama of a young card sharp, played by Steve McQueen, with a capable enough cast, that pungently projects the machinations and back-room temperatures of the side-street professional gambling world and little else.","50","59037"
"4988","There is one high note. You can approach Speed Racer as the trippiest stonerfest since Stanley Kubrick took his space odyssey.","50","811080"
"4989","The Adventures of Ford Fairlane is a nonstop gross-out contest of absolutely no socially redeeming value at all, unless you happen to value laughter. Ford Fairlane is funny garbage. [11 Jul 1990, p.41]","50","98987"
"4990","I wouldn't say this is laugh-out-loud risible, but there are definitely moments. Still, you might want to consider sitting through the uneven thing just to get to the ending, because that's quite something. You may love it, you may hate it, but forget it you won't.","50","884328"
"4991","Produced handsomely in New York, but directed tediously by Alan J. Pakula, the film is a suspenser without much suspense. Donald Sutherland shares above-title billing in a line-throwing, third-banana trifle of a part.","50","67309"
"4992","Strictly for the midnight-movie crowd, Drive Angry serves up a non-stop stream of female nudity, flying body parts, gun battles and smart-alecky dialogue.","50","1502404"
"4993","While the premise is intriguing, the movie is gluey, bumbling and singularly un-thrilling.","50","114369"
"4994","The overall enterprise, for all its intrigue and visceral impact, feels overly thought out, affected and forced in its stylization.","50","993842"
"4995","It's so perfectly contrived and mechanical and fresh as a daisy, it's infuriating.","50","59742"
"4996","The unexciting look and feel of the movie wouldn’t have bothered me if the filmmakers had penetrated Hanssen’s skull a little.","50","401997"
"4997","The whole thing becomes a routine and mechanical cat-and-rat chase, with the outcome completely apparent, despite a few bright and clever twists.","50","38991"
"4998","For all its glitz and gadgets, is markedly inferior in everything but teen appeal.","50","486822"
"4999","As the obscenities of wealth accumulate while a large cast of Asian and Eurasian actors render their many silly characters, the source of the laughter becomes troubling.","50","3104988"
"5000","Crawl is action-packed, with impressive special effects and some jaw-dropping images of mayhem and destruction. But a movie like this demands more storytelling discipline and logistical control than these filmmakers can manage.","50","8364368"
"5001","The trouble with Body Double is not that it sets ""new lows"" in the treatment of women or anything else, but that a stunningly original talent has willingly hitched itself to a derivative vision. The person De Palma really degradesis himself. [26 Oct 1984]","50","86984"
"5002","Beeman and Tolkin drain every trace of real life friction from the story line, pumping it up instead with the standard Hughes synthetics: kids who are preternaturally smart, sophisticated and poised (Haim's best friend, played by Corey Feldman, has a swagger that suggests Robert Mitchum at his cockiest); adults who are monstrous, cretinous and ultimately pathetic. [07 July 1988, p.3C]","50","95519"
"5003","May not be grade-A prime, but it ain't chopped liver either.","50","805570"
"5004","At first appears to be rich with a quantity of felt life, but on reflection seems both more carefully studied and more coldly casual than profoundly understood.","50","65724"
"5005","As Kurt finds his true art in the West, thanks to the help of a fictional version of Joseph Beuys, the film turns gripping, but it ultimately reduces art appreciation to the autobiographical.","50","5311542"
"5006","Not only is this comedy no Bull Durham, it's just plain bull. [7 Apr 1989, p.6D]","50","97815"
"5007","The story is too slender for its two-hour running time, and the pace is lugubrious, as though everyone in front and behind the camera were depressed. But the biggest obstacle is the protagonist (Joaquin Phoenix), who is almost without definition.","50","1798709"
"5008","Haley and co-writer Marc Basch have their hearts in the right place.... But while they’re steering clear of so many pitfalls, they don’t give the impression that they’re steering in any specific direction. The film is a parade of barely connected events, presided over by a barely connected protagonist.","50","3236120"
"5009","Randolph and Parker play fair with us, setting up a motive early and clearly. Yet whether you buy the motive or find it far-fetched, it almost immediately tells you who's responsible for the death.","50","289992"
"5010","Beneath the polished surface, Dead Poets Society is moribund at the core - too pat, too safe and too hypocritical, as conformist as the conformity it so easily decries.","50","97165"
"5011","Technically impressive horror film and sometimes fun to watch, but totally undistinguished.","50","120804"
"5012","It is good-natured, lowbrow, backlot, hit-or-miss humor, but with no cumulative effect beyond its succession of hard-worked jokes. More theatrical than cinematic in its conception, this group effort relies on the improvisation of its performers.","50","72431"
"5013","Writer-director Paul Weitz's proudly boisterous star vehicle for Lily Tomlin has about as many ambitions as it does delusions.","50","4270516"
"5014","Ad Astra (Latin for “To the Stars”) has dazzling eye candy and reasonable extrapolations of what near future space colonization might look like...But like too many imitation “Space Odysseys,” it flunks that most basic test applied to science fiction of this nature. It doesn’t make us care what happens, and I, for one, don’t care to see it again.","50","2935510"
"5015","The Brady Bunch Movie is fairly innocuous, and ought to satisfy the twenty- and thirtysomethings who grew up on the sitcom. Just one problem: It may be unsporting to point this out, but the whole notion of holding up the Bradys as the ultimate cultural icon of the '70s is basically a lie.","50","112572"
"5016","Low on Diesel fuel, though probably amusing enough if you're part of the intended demographic, which appears to be the age group that likes to stick fingers up noses.","50","395699"
"5017","Mines the increasingly fertile territory of aging boomer parents and chafing middle-aged siblings, but at irritatingly high volume, with the cantankerous voices of Adam Sandler, Ben Stiller and Dustin Hoffman nearly constantly talking over one another.","50","5536736"
"5018","If Welles was unhappy at the prospect of the human race splitting in two, he probably wouldn't be too crazy with his great-grandson's movie splitting up in pretty much the same way.","50","268695"
"5019","Transforms Charles Dickens into a Chuck. Ground Chuck, unfortunately. [30 January 1998, p. 7D]","50","119223"
"5020","The truth is About Schmidt offers only the sporadic laugh, the less frequent original cultural insight and, at best, a craftsmanlike performance from its aging headliner. The truth is there are long stretches in the picture that are unequivocally dull.","50","257360"
"5021","Cholodenko casts much better than she writes. Yet, alas, even a talented veteran like Moore can't sell a hoary line like, ""Sometimes you hurt the ones you love the most."" Maybe if she'd set it to music – nope, sorry, that's already been done.","50","842926"
"5022","In the end, the film shakes down as a kind of eat-your-spinach exercise, a movie that’s worthy and perhaps good for you, but is labored and only enjoyable intermittently.","50","3170832"
"5023","On the Basis of Sex plays like a sunny fantasy from a more optimistic age.","50","4669788"
"5024","Standard-issue liberal feel-good fodder.","50","195685"
"5025","We’ve heard the same lesson countless times before in other movies, and though it’s certainly impressive to see Conor’s anxieties manifest themselves in such a stunning Ent-like being, as monsters go, Bayona’s creation is all bark and no bite.","50","3416532"
"5026","Nothing more than an over-designed lobster pot. After following the beckoning twists and turns, you're left trapped and more than a little disappointed for getting in so deep.","50","114814"
"5027","The film itself never felt quite so densely plotted as Yimou apparently had hoped.","50","115012"
"5028","Then Bill Nighy shows up and is awesome and punches you in the heart. It ultimately feels like a cheat, and while there won’t be a dry eye in the house, it won’t be earned.","50","2194499"
"5029","What should be a clammy exercise in claustrophobic, queasy tension becomes, in the hands of writer/director James DeMonaco, an underpowered compendium of over-familiar scare tactics and sledgehammer-subtle social satire.","50","2184339"
"5030","Paradoxically, it is Shawshank's zealousness in trying to cast a rosy glow over the prison experience that makes us feel we're doing harder time than the folks inside. [23 Sept 1994]","50","111161"
"5031","No one can dismiss 16 Blocks as a mere formula flick -- it's a mere two or three formula flicks all fighting for top billing.","50","450232"
"5032","It would be wrong to say Close’s performance in The Wife is wasted, but it certainly deserves a better movie.","50","3750872"
"5033","It's the first film to include both a cameo appearance by Jesus and a full-frontal nude shot of Harvey Keitel dancing in a drugged stupor. [20 Nov 1992, Life, p.4D]","50","103759"
"5034","The movie's problem is that no one seemed to have any fun making it, and it's hard to have much fun watching it. It's a depressing experience.","50","96895"
"5035","This slick, handsomely produced thriller only gets the pulse half racing.","50","228750"
"5036","Ultimately, though, Jack Goes Boating is too much of a banal thing. Jack's a good guy, and you root for him all the way to the end, but, wistfully, that doesn't make him an any more interesting everyday Joe than he is.","50","1278379"
"5037","In the end only Channing, reprising her award-winning stage role, manages to inject some authentic feeling into this somewhat mechanical enterprise.","50","108149"
"5038","Watson makes a smooth matriculation from the England-made Harry Potter epics to this movie's thrifty, six-week Pittsburgh shoot.","50","1659337"
"5039","Buried under an avalanche of action. (1996 June 7, pg. D1)","50","117500"
"5040","You can read a lot into it, but it isn't very enjoyable. The lines are often awkward and the line readings worse, and the film is often static, despite economic, quick editing.","50","49730"
"5041","The film progresses to the point where it feels less like father and son, and more like a young boy listening to an inspirational audiobook.","50","1815862"
"5042","The Great Outdoors isn't great. The Dopey Outdoors would be more like it. It's wildly uneven, yet consistently dumb. [17 June 1988, p.C5]","50","95253"
"5043","Everybody in and around this movie is trying too hard...After half an hour, we realized that, instead of enjoying a funny film, we were being lightly bullied into finding fun where precious little exists. [5 April 2004, p. 89]","50","335245"
"5044","Add a lot of dull acting -- except Sir Ian McKellen and Andy Serkis -- and you have an uneven movie with yawns aplenty.","50","167260"
"5045","Unfortunately, this visually sumptuous epic is the very definition of a ""prestige production,"" swaddled in good taste and better intentions.","50","120102"
"5046","The film was shot in Louisiana, which looks nothing like Iowa. Nobody along the way seems to have a care in the world about cholesterol. And it's the first movie in history that makes Hugh Jackman look repulsive.","50","1349451"
"5047","A well-intentioned but self-defeatingly manipulative film that amounts to an impassioned commercial for national health care.","50","251160"
"5048","A garish mediocrity.","50","120667"
"5049","The movie dawdles along, boring us as it does, in between action sequences. There’s a good chase or two, a generic escape here and there, but almost no cool lines and no catch-phrases.","50","4779682"
"5050","Mo'Nique, co-star of TV's ""The Parkers,"" gives a loud, brassy performance as Peaches Whitaker.","50","382561"
"5051","Crowe understands what's interesting about Nash: He's not a feel-good figure. It's a pity the same can't be said for Howard.","50","268978"
"5052","It's meant to be faintly Pythonesque with a hint of bowdlerized ""The Black Adder""...But it's entirely too slow of foot for that comparison to pay off.","50","1240982"
"5053","Lucy In The Sky ends up playing like some unauthorized Jackie Jormp-Jomp version of the Lisa Nowak story, as though they couldn’t get the rights to the names, or to the shit.","50","4682804"
"5054","Less the blistering satire it imagines itself than a blustering, bloody, blundering melodrama about bottom feeders nibbling each other.","50","179626"
"5055","Unfoldment of the screenplay, based on novel by Walter S. Tevis, is far overlength, and despite the excellence of Newman’s portrayal of the boozing pool hustler the sordid aspects of overall picture are strictly downbeat.","50","54997"
"5056","As beautiful and compelling as Ramsay’s filmmaking and Phoenix’s central performance are, the degree to which viewers will buy You Were Never Really Here depends on the degree to which they accept yet another display of febrile vigilante brutality motivated by sexual violence perpetrated against young girls. One person’s trope, after all, is another’s shopworn cliche.","50","5742374"
"5057","The production has a very handsome mid-1930s New Orleans period flavour but the cast can’t lick the script.","50","73092"
"5058","There are a few hilarious moments, and a few more that are foolish and even disgusting. [15 July 1988, Art and Leisure, p.21]","50","95159"
"5059","Hill’s basically remaking Larry Clark’s seminal 1995 film “Kids,” a picture inherently more authentic because it was a snapshot taken in that moment. And if you prefer the rose-colored lens of nostalgia, that’s been done too, in Jonathan Levine’s 2008 effort “The Wackness.”","50","5613484"
"5060","Too full of its own heavy breathing to work as the primordial storytelling it's aiming for--a so-so adventure story is closer to the mark.","50","162222"
"5061","The screenplay, however, denies the film a solid foundation. Jumanji is diverting in a splashy , eye-catching manner, but is about as substantive and durable as filigree.","50","113497"
"5062","The movie is pulled along mostly by James Marsden's cheerfully over-the-top performance as Ian's homophobic older brother, but Josh Zuckerman does a nice job of keeping Ian likable.","50","1135985"
"5063","The movie is all visuals and atmosphere without an effective structure. It doesn't move you, it's on display. [24 Feb 1990, p.E5]","50","100260"
"5064","There's nothing new about this sado-cinema, and nothing much worthy, either.","50","147612"
"5065","While the movie may not, in the end, be so effective in tapping into our current class anxieties, that hardly seems to matter. Like a trip to Elysium, it’s a wild ride.","50","1535108"
"5066","With director Harmony Korine's visual overload and somnolent voice-overs — the same sentences are repeated ad nauseum — it manages to be both mind-numbingly dull and off-putting.","50","2101441"
"5067","Mighty Morphin Power Rangers: The Movie is not the heart-warming, life-affirming, feel-good hit of the summer. Let Pocahantas and Casper provide the hugs and lessons. The Power Rangers, as usual, are on hand to kick intergalactic butt. [30 June 1995]","50","113820"
"5068","The sad part is that How Do You Know is nowhere near as dumb as it looks. A couple of comic set pieces are inspired-or would be, if Brooks's timing weren't off.","50","1341188"
"5069","It's mostly forced humor all the way, a movie that rarely measures up to adequate kitsch. Aimed at younger audiences, Spaceballs misses its mark.","50","94012"
"5070","What the movie lacks -- a big lack, not a fatal lack -- is a compelling character at its center. Everyone in Garden State is fun, skewed, strange and singular.","50","333766"
"5071","I think mature pre-teens along with immature teens might relate to this overbearing showcase of bizarre rubber duckies. Adults are bound to find it a major yawn, and young children are likely to be scared out of their wits. [27 Jun 1986, p.82]","50","91369"
"5072","At best, Rambo: First Blood Part II is a crudely effective right-wing rabble-rouser, the artistic equivalent of carpet bombing -- you don't know whether to cheer or run for cover. At worst, it's a tribute to Sylvester Stallone, by Sylvester Stallone, starring Sylvester Stallone. [22 May 1985, p.F1]","50","89880"
"5073","The film almost redeems itself with what may be the longest, most elaborate post-film/pre-credits sequence in film history, but it will still disappoint anyone expecting more than watchable trash.","50","120890"
"5074","Warrior's three principle characterizations are compelling - Nolte in particular gives a tempered performance as the shambling, sad-eyed wreck of a dad - but not enough to mask the film's lesser elements.","50","1291584"
"5075","“GBH” is a featherweight screwball comedy that, trying mightily to be cosmopolitan, feels awfully provincial, desperately touristy.","50","2278388"
"5076","[The Coen Brothers] sweat and strain to deliver more of the same cinematic ingenuity, but the result seems more nervous than inspired. Relax, fellas! [13 Mar 1987]","50","93822"
"5077","The movie is exuberant, strapping and obvious -- a problem drama suffering from a steroid overdose.","50","272020"
"5078","Both Smith and his son are appealing presences, but The Pursuit of Happyness seems to take place in a sociological vacuum. Gardner's insight into his difficulties begins and ends with the thought that, in the pursuit of happiness, there's a lot more pursuit involved than happiness, and unasked political questions seem to dangle ominously over the entire movie.","50","454921"
"5079","Jim Carrey proves that he's the most inspired clown in movies today, but parents should be warned that much of the picture's humor is extremely rude and crude.","50","119528"
"5080","Interesting. Not worth the trouble, but interesting. [22 Apr 1988, p.C5]","50","94602"
"5081","The film is blatantly, unmistakably about mental illness, and that makes it hard to ignore or forgive what it ends up saying (hopefully by accident) on the subject.","50","4786282"
"5082","The whole experience of watching casts of talented and over-eager actors try to make sense of his (Allen) nonsensical scripts becomes increasingly strained and bizarre. I’ve felt that way about recent Allen movies I mostly enjoyed, like “Midnight in Paris” and “Vicky Cristina Barcelona,” and it goes double or triple for Blue Jasmine.","50","2334873"
"5083","If my moviegoing experience was magical in any way, it was only in that I once or twice nodded off for a spell.","50","304141"
"5084","Gross-out funny, over-the-top offensive, and just as amusing -- or idiotic -- as you find that Comedy Central sitcom.","50","158983"
"5085","A carefully organized and sanitized war picture from Sam Mendes that turns one of the most catastrophic episodes in modern times into an exercise in preening showmanship.","50","8579674"
"5086","Smith has changed a few plot points around to keep readers who already know the secret of the ruins guessing, and to some extent the strategy works. There was, however, no reason whatsoever to change the book's perfect endings.","50","963794"
"5087","A rambling depiction of a junkie's descent into zombitude.","50","405296"
"5088","Part road-film, part-gambling excursion, and part-bromance, the film does show the influence of its talented directors. But falters when it comes down the story itself.","50","2349144"
"5089","Celeste & Jesse Forever earns points for bucking formula, but its fusion of snark and sincerity has a calculated slickness that rings increasingly hollow.","50","1405365"
"5090","Valentine isn't scary, but it is unsettling; not ultimately satisfying, but arresting in the moment.","50","242998"
"5091","An ambitious, if uneven, experimental sci-fi romance that is less a thought-provoker than a dazzling juggling act.","50","485947"
"5092","Directed by Ang Lee, whose exposure of middle-class hypocrisy would be more effective if it weren't rigged to provide evidence for the story's take on contemporary values.","50","119349"
"5093","The film is a lavish, linear, way-too-long (3 hr. 21 min.) storybook of Malcolm's career, the movie equivalent of an authorized biography, a cautious primer for black pride.","50","104797"
"5094","After a promising opening, with Jason on a rampage and a cold, peculiar bounty hunter (Steven Williams) on Jason's trail, Jason Goes to Hell switches focus midway to the young couple, and from there things go downhill. Still, the film has its moments. [14 Aug 1993, p.F1]","50","107254"
"5095","While McConaughey does his part, there’s just not enough treasure here in Gold to dig.","50","1800302"
"5096","The screenplay, by Daniel Petrie Jr. and Jack Baran, has a number of funny lines and situations, but the end result looks fiddled with by people attempting to ''fix'' things.","50","92654"
"5097","Considering the controversy and chaos Sony Pictures Studios is undergoing because of it, The Interview fails to live up to the hype, floundering as a rowdy comedy as it grows duller by the minute.","50","2788710"
"5098","It's reasonably well told and well mounted but little more.","50","116209"
"5099","Michôd wants a Greek epic but doesn't have the material. Animal Kingdom is a work of obvious ambition, and seeing a debut filmmaker swing for the fences like this is its own kind of moviehead satisfaction.","50","1313092"
"5100","A lazy, self-satisfied piece of work -- a comedy made by people who think so highly of themselves, they assume they'll get a laugh just by showing up in front of the camera.","50","357413"
"5101","Scary Movie 2 had seven writers. Seven. That's one writer for every big laugh in its stealthy 82 minutes. More frightening: these jokes are worth waiting for.","50","257106"
"5102","The Year of Living Dangerously is chic, enigmatic, self-assured - and empty. [18 Feb 1983]","50","86617"
"5103","Corbet doesn’t seem as interested in the answers to the provocatively glib questions he raises as he is in creating a cynical riddle cloaked in style. No doubt some will find all of this to be a deep meditation on the pop-industrial complex, but from where I was sitting, it just felt like empty camp.","50","5960374"
"5104","Not worth the rocket fuel.","50","272152"
"5105","The longest, grimmest and least funny of the trilogy.","50","449088"
"5106","The film evades all but the most careful commonplaces about the relationship between the viewer and the work of art at its center.","50","2404425"
"5107","What's unfortunate is that Toothless is starring in a toothless story.","50","1646971"
"5108","A twisted tale of toxic female friendship, the film offers its share of pleasures: eye candy in human, sartorial and real-estate form, as well as the unmistakable flair of a director and performers who know their way around a piece of pop entertainment. But the result leaves you scratching your head.","50","7040874"
"5109","Sydney Pollack doesn't have a knack for action pulp; he gets some tension going in this expensive spy thriller, but there's no real fun in it.","50","73802"
"5110","It's not a cheap rip-off -- it's a credible sequel to a horror classic, and a sad reminder that some things never change.","50","144814"
"5111","The best performance comes from Stanley Tucci as the Runway art director. Tucci presents a homosexual man without a trace of cartoon--shrewd, skilled, and weathered without being worn. It is a well-judged and accomplished piece of work.","50","458352"
"5112","Battle of the Sexes sacrifices some of its innate appeal by making ham out of the supposed relics of a less enlightened era.","50","4622512"
"5113","Despite its failings, Wind Chill represents a road rarely taken by 21st-century American horror films: Original (in the non-remake sense of the term), subtle and restrained.","50","486051"
"5114","All of these beasties are ""scary."" Though they'd be much more so if they felt less like franchisable IP and more like fervent expressions of the ills of the eras on which the film aims to comment.","50","3387520"
"5115","There are plenty of truths to be found in Last Flag Flying, and a great deal of sincerity as well. But regrettably, there is not much in the way of understatement.","50","6018306"
"5116","Let us now praise Seth ''Scott Evil'' Green, whose beautiful delivery of otherwise generic wisecracks is all that stands between this painfully derivative horror comedy and a premature date with the eject button.","50","138510"
"5117","Although idiotic, The Evil Dead at least is propelled by energy and enthusiasm. It's scarier than many a more pretentious effort, and not everything in it is borrowed. [8 Oct 1983, p.Arts1]","50","83907"
"5118","Team America is at once grandiose and tacky, elaborate and deflationary.","50","372588"
"5119","Juicy, revved-up, semi-satisfying biopic.","50","472198"
"5120","A Perfect World is perfect indeed - for the initial 15 minutes. After that, the fault-lines start to emerge, widening, widening, until the thing cracks open and falls apart. [24 Nov 1993]","50","107808"
"5121","It's an event film, all about flash and spectacle, even though the movie itself is void of any real substance.","50","245674"
"5122","The premise is marvelous, the music more than adequate (assuming you're a metal fan), the performances appropriately dumb. And it's seasonally funny. [28 Oct 1986, p.D5]","50","92112"
"5123","A free-wheeling, uninhibited all-star romp, Ocean's Eleven set the pace for the ""caper"" films of the 1960s and 1970s.","50","54135"
"5124","Ponderously cliched and predictable. [19 July 1996, p.N33]","50","116365"
"5125","Nothing wrong about a movie that says, Stop and smell the roses. Now, if only director Rob Reiner hadn't rubbed our noses in a bouquet of plastic blooms.","50","825232"
"5126","There are good movies to be made about romantic obsession, but the premise doesn't work if the crazy stalker isn't juxtaposed with a sympathetic victim.","50","881891"
"5127","A movie filled with gags and excellent stunts which remains curiously humourless at heart. Stunted, not stunning.","50","81568"
"5128","Bottom line: This Orphan is an atmospheric and occasionally vicious little git and an above-average entry into the ""cuddly hellspawn"" genre, overlong at two-plus hours, but nowhere near as excruciatingly overdone as others of its ilk (Devil Times Five, I'm talking to you).","50","1148204"
"5129","Despite the grating, workmanlike direction of Chris Columbus (he's no Robert Wise, and Rent is nobody's idea of ""West Side Story""), this boisterous adaptation is both a vivacious, wiseacre musical and an inarguable morality lesson: Love is all you need. Oh, and rent, of course.","50","294870"
"5130","Certainly, whatever surgery the script doctors performed, it didn't take. The limp result is a picture that is epic in intention and Lilliputian everywhere else.","50","118972"
"5131","It's lacking in eventfulness and drama, but there's a sweetness in it that places it a cut above most synthetic children's films. As a writer and director, Evans doesn't always know where to go with his material, but at least there's some feeling behind it, and this sometimes rescues it from its becalmed predictability. [7 Apr 1993, p.49]","50","108037"
"5132","Bouncing about from one flawed movie to another, Steven Spielberg has lost his way of late, and Munich finds him more disoriented than ever.","50","408306"
"5133","Directed by Tony Scott (Top Gun) with his usual testosterone-injected verve, Scout is never boring but hardly edifying. With a nod to the '90s, the formula does digress to allow the pals to expose their emotional wounds to each other. [13 Dec 1991, p.4D]","50","102266"
"5134","At least the werewolves in Red Riding Hood have teeth and, when in human form, they don't parade around shirtless.","50","1486185"
"5135","Very Bad Things only getes worse. [25 November 1998, p. 44]","50","124198"
"5136","The results are predictably lachrymose, especially with the reinstated ""unhappy"" ending from the original French version.","50","95250"
"5137","There's a lot of wasted effort here trying to distract us from what we know good and well is going to happen. Nevertheless, it's time pleasantly spent.","50","104952"
"5138","After a while, Nine plays like some Hollywood charity revue.","50","875034"
"5139","Shelton's movie never quite transcends its cheap, baseball-card poignancy. You never get the feeling these pulp-fiction archetypes -- the young hack-writer and the aging bull -- are real people. [06 Jan 1995, p.N37]","50","109450"
"5140","Doesn't pack the punch of Schrader and Scorsese's career-best collaborations (""Raging Bull,"" ""Taxi Driver"").","50","163988"
"5141","Director Ridley Scott's Black Rain belongs to the blunt instrument school of filmmaking. This cop thriller, set largely in Osaka, Japan, is so full of screeching tires, flashing neon and extravagant violence that it's almost physically painful to watch, yet that seems to be the effect the director had in mind. If you smack the audience around enough, you'll be respected for your power.","50","96933"
"5142","Hughes is just treading lukewarm water. Stotz is the blandest of his teen heroes yet. [16 Mar 1987]","50","94006"
"5143","Director Jim Field Smith lifts his best beats from Judd Apatow, and his worst from ""American Pie.""","50","815236"
